exchange,market_type,symbol,timeframe,open_time_ms,close_time_ms,open,high,low,close
binance,usdm_futures,ETHUSDT,1h,1778850000000,1778853599999,2253.23999225,2253.24068992,2209.70958527,2212.37024806
binance,usdm_futures,ETHUSDT,1h,1778853600000,1778857199999,2212.53000000,2223.11000000,2204.24000000,2212.56675969
binance,usdm_futures,ETHUSDT,1h,1778857200000,1778860799999,2212.54713953,2223.18000000,2209.00217829,2222.07462602
binance,usdm_futures,ETHUSDT,1h,1778860800000,1778864399999,2222.07602137,2230.14339535,2217.99102326,2223.71960465
binance,usdm_futures,ETHUSDT,1h,1778864400000,1778867999999,2223.72355814,2232.01620930,2223.24795349,2228.42555856
binance,usdm_futures,ETHUSDT,1h,1778868000000,1778871599999,2228.42555856,2231.79000000,2223.91313953,2227.34736568
binance,usdm_futures,ETHUSDT,1h,1778871600000,1778875199999,2227.32527265,2227.39000000,2221.26185271,2222.48000000
binance,usdm_futures,ETHUSDT,1h,1778875200000,1778878799999,2222.51697273,2224.95191473,2216.07944186,2219.04000000
binance,usdm_futures,ETHUSDT,1h,1778878800000,1778882399999,2219.00666667,2224.14000000,2214.30321957,2216.08000000
binance,usdm_futures,ETHUSDT,1h,1778882400000,1778885999999,2216.09000000,2223.41000000,2216.09000000,2223.00000000
binance,usdm_futures,ETHUSDT,1h,1778886000000,1778889599999,2223.00000000,2225.31000000,2221.74000000,2223.66000000
binance,usdm_futures,ETHUSDT,1h,1778889600000,1778893199999,2223.66000000,2230.79000000,2222.76000000,2226.13000000
binance,usdm_futures,ETHUSDT,1h,1778893200000,1778896799999,2226.14000000,2229.99000000,2222.38000000,2228.62000000
binance,usdm_futures,ETHUSDT,1h,1778896800000,1778900399999,2228.62000000,2230.41000000,2225.88887387,2228.84000000
binance,usdm_futures,ETHUSDT,1h,1778900400000,1778903999999,2228.84000000,2229.63021251,2225.87104651,2227.10519820
binance,usdm_futures,ETHUSDT,1h,1778904000000,1778907599999,2227.08736036,2228.01648837,2217.67373643,2225.06704505
binance,usdm_futures,ETHUSDT,1h,1778907600000,1778911199999,2225.03136937,2226.20000000,2222.14904972,2224.45168468
binance,usdm_futures,ETHUSDT,1h,1778911200000,1778914799999,2224.45168468,2225.99000000,2208.60798450,2214.39000000
binance,usdm_futures,ETHUSDT,1h,1778914800000,1778918399999,2214.39000000,2214.78000000,2181.25000000,2193.64717117
binance,usdm_futures,ETHUSDT,1h,1778918400000,1778921999999,2193.64284685,2195.86000000,2190.79000775,2192.30487597
binance,usdm_futures,ETHUSDT,1h,1778922000000,1778925599999,2192.30068992,2192.89000000,2163.54000000,2172.59177519
binance,usdm_futures,ETHUSDT,1h,1778925600000,1778929199999,2172.54961240,2174.25000000,2161.92631008,2173.03890991
binance,usdm_futures,ETHUSDT,1h,1778929200000,1778932799999,2173.03890991,2180.04179845,2173.03039640,2175.33000000
binance,usdm_futures,ETHUSDT,1h,1778932800000,1778936399999,2175.34000000,2178.53854955,2173.07000000,2175.40000000
binance,usdm_futures,ETHUSDT,1h,1778936400000,1778939999999,2175.41000000,2178.72912571,2171.40000000,2176.15691473
binance,usdm_futures,ETHUSDT,1h,1778940000000,1778943599999,2176.16156589,2187.00322654,2172.80000000,2179.00469527
binance,usdm_futures,ETHUSDT,1h,1778943600000,1778947199999,2179.00423015,2182.90000000,2175.98000000,2178.96732558
binance,usdm_futures,ETHUSDT,1h,1778947200000,1778950799999,2178.96686047,2182.67000000,2169.68000000,2173.31844144
binance,usdm_futures,ETHUSDT,1h,1778950800000,1778954399999,2173.33952252,2180.15482358,2173.33952252,2177.98457043
binance,usdm_futures,ETHUSDT,1h,1778954400000,1778957999999,2177.98457043,2183.68106202,2175.22000000,2180.58000000
binance,usdm_futures,ETHUSDT,1h,1778958000000,1778961599999,2180.58000000,2182.16814037,2178.11000000,2178.71514414
binance,usdm_futures,ETHUSDT,1h,1778961600000,1778965199999,2178.72000000,2182.18000000,2178.71514414,2180.73836440
