exchange,symbol,market_type,timestamp_ms,received_at_ms,source,metadata,open_interest,open_interest_value,mark_price
binance,SOLUSDT,usdm_futures,1779178500000,1779178500000,history_downloader,{},9600542.68,817207640.719646,
binance,SOLUSDT,usdm_futures,1779178800000,1779178800000,history_downloader,{},9594875.73,818096995.2878528,
binance,SOLUSDT,usdm_futures,1779179100000,1779179100000,history_downloader,{},9587556.41,816380428.3115,
binance,SOLUSDT,usdm_futures,1779179400000,1779179400000,history_downloader,{},9579487.21,815990745.9601396,
binance,SOLUSDT,usdm_futures,1779179700000,1779179700000,history_downloader,{},9576761.37,816733162.8538702,
binance,SOLUSDT,usdm_futures,1779180000000,1779180000000,history_downloader,{},9572507.0,816917747.38,
binance,SOLUSDT,usdm_futures,1779180300000,1779180300000,history_downloader,{},9575219.49,817173448.7302297,
binance,SOLUSDT,usdm_futures,1779180600000,1779180600000,history_downloader,{},9582708.12,817788310.9608,
binance,SOLUSDT,usdm_futures,1779180900000,1779180900000,history_downloader,{},9583359.21,817556374.2051,
binance,SOLUSDT,usdm_futures,1779181200000,1779181200000,history_downloader,{},9579293.7,815990261.9121594,
binance,SOLUSDT,usdm_futures,1779181500000,1779181500000,history_downloader,{},9576846.82,815851580.5958,
binance,SOLUSDT,usdm_futures,1779181800000,1779181800000,history_downloader,{},9574258.7,815670701.9039145,
binance,SOLUSDT,usdm_futures,1779182100000,1779182100000,history_downloader,{},9572209.14,815265052.4538,
binance,SOLUSDT,usdm_futures,1779182400000,1779182400000,history_downloader,{},9564650.46,812823054.135074,
binance,SOLUSDT,usdm_futures,1779182700000,1779182700000,history_downloader,{},9554871.14,811162608.2130674,
binance,SOLUSDT,usdm_futures,1779183000000,1779183000000,history_downloader,{},9572181.28,809382359.7200142,
binance,SOLUSDT,usdm_futures,1779183300000,1779183300000,history_downloader,{},9642600.44,814992589.1888,
binance,SOLUSDT,usdm_futures,1779183600000,1779183600000,history_downloader,{},9640630.18,816055225.1335715,
binance,SOLUSDT,usdm_futures,1779183900000,1779183900000,history_downloader,{},9649558.14,817317574.458,
binance,SOLUSDT,usdm_futures,1779184200000,1779184200000,history_downloader,{},9662386.15,818500730.7665,
binance,SOLUSDT,usdm_futures,1779184500000,1779184500000,history_downloader,{},9662490.13,818350537.5160911,
