exchange,market_type,symbol,timestamp_ms,sum_open_interest,sum_open_interest_value
binance,usdm_futures,ETHUSDT,1779105600000,2246171.90500000,4791062211.64595000
binance,usdm_futures,ETHUSDT,1779106500000,2239837.89300000,4799950206.32007000
binance,usdm_futures,ETHUSDT,1779107400000,2236235.00400000,4794425459.36365100
binance,usdm_futures,ETHUSDT,1779108300000,2238779.67800000,4821906058.27318000
binance,usdm_futures,ETHUSDT,1779109200000,2238121.10900000,4811603646.93639850
binance,usdm_futures,ETHUSDT,1779110100000,2241757.32600000,4812891276.97574700
binance,usdm_futures,ETHUSDT,1779111000000,2239111.80600000,4795237061.49348000
binance,usdm_futures,ETHUSDT,1779111900000,2233531.00700000,4746331061.34013900
binance,usdm_futures,ETHUSDT,1779112800000,2242921.95300000,4777513389.83246500
binance,usdm_futures,ETHUSDT,1779113700000,2244554.88700000,4766514312.48433000
binance,usdm_futures,ETHUSDT,1779114600000,2242564.25000000,4745804168.42000000
binance,usdm_futures,ETHUSDT,1779115500000,2238556.48200000,4728859151.82384800
binance,usdm_futures,ETHUSDT,1779116400000,2240081.32300000,4725451550.86850000
binance,usdm_futures,ETHUSDT,1779117300000,2238348.22100000,4709298023.86746900
binance,usdm_futures,ETHUSDT,1779118200000,2244798.52700000,4706736415.51671000
binance,usdm_futures,ETHUSDT,1779119100000,2244558.21500000,4727959869.65815000
binance,usdm_futures,ETHUSDT,1779120000000,2248850.01900000,4737045145.52217000
binance,usdm_futures,ETHUSDT,1779120900000,2245953.71600000,4730460100.14744950
binance,usdm_futures,ETHUSDT,1779121800000,2242066.97400000,4691054309.03046000
binance,usdm_futures,ETHUSDT,1779122700000,2226306.30000000,4670310839.75428200
binance,usdm_futures,ETHUSDT,1779123600000,2215190.75500000,4644496387.66726600
binance,usdm_futures,ETHUSDT,1779124500000,2210533.79500000,4645503086.20635000
binance,usdm_futures,ETHUSDT,1779125400000,2211423.86300000,4658430710.12539000
binance,usdm_futures,ETHUSDT,1779126300000,2213031.78500000,4661884237.00960000
binance,usdm_futures,ETHUSDT,1779127200000,2214596.13200000,4666598291.24283100
binance,usdm_futures,ETHUSDT,1779128100000,2213282.09500000,4647604672.82765000
binance,usdm_futures,ETHUSDT,1779129000000,2194364.16900000,4581182104.60230200
binance,usdm_futures,ETHUSDT,1779129900000,2195405.11400000,4580471275.79846000
binance,usdm_futures,ETHUSDT,1779130800000,2198841.05900000,4574848464.05777550
binance,usdm_futures,ETHUSDT,1779131700000,2182217.42400000,4593015678.00666000
binance,usdm_futures,ETHUSDT,1779132600000,2184291.61800000,4598016452.58402800
binance,usdm_futures,ETHUSDT,1779133500000,2193475.19400000,4641209773.96663600
binance,usdm_futures,ETHUSDT,1779134400000,2186540.35200000,4644590301.18442400
binance,usdm_futures,ETHUSDT,1779135300000,2183991.71400000,4645010123.06946850
binance,usdm_futures,ETHUSDT,1779136200000,2183100.55100000,4645087356.75773600
binance,usdm_futures,ETHUSDT,1779137100000,2166026.26200000,4595333016.14610000
binance,usdm_futures,ETHUSDT,1779138000000,2167102.20000000,4587065328.54646100
binance,usdm_futures,ETHUSDT,1779138900000,2165909.16000000,4593741714.71880000
binance,usdm_futures,ETHUSDT,1779139800000,2168864.51500000,4619494053.94982400
binance,usdm_futures,ETHUSDT,1779140700000,2160131.37600000,4616243953.13952000
binance,usdm_futures,ETHUSDT,1779141600000,2147735.67300000,4588753359.62698000
binance,usdm_futures,ETHUSDT,1779142500000,2147605.40000000,4588419727.88421000
binance,usdm_futures,ETHUSDT,1779143400000,2156308.57200000,4611632453.67924000
binance,usdm_futures,ETHUSDT,1779144300000,2155865.15300000,4600909250.33218700
binance,usdm_futures,ETHUSDT,1779145200000,2157313.40900000,4605880339.02301500
binance,usdm_futures,ETHUSDT,1779146100000,2155339.46900000,4599817727.76635000
binance,usdm_futures,ETHUSDT,1779147000000,2156308.84800000,4596562951.08053100
binance,usdm_futures,ETHUSDT,1779147900000,2156023.26600000,4600177481.26824000
binance,usdm_futures,ETHUSDT,1779148800000,2156233.24200000,4590779557.67738300
binance,usdm_futures,ETHUSDT,1779149700000,2159004.71300000,4602609427.26766000
binance,usdm_futures,ETHUSDT,1779150600000,2160829.05300000,4621425783.11847800
binance,usdm_futures,ETHUSDT,1779151500000,2161726.06300000,4618903873.93446200
binance,usdm_futures,ETHUSDT,1779152400000,2163106.35200000,4618037381.94832000
